event_id,lat,lon,date,source
FLX_272,14.444999,100.350001,2010-09-20,GFD
FLX_273,-1.223516,132.810984,2010-10-02,GFD
FLX_274,15.029999,102.195001,2010-10-10,GFD
FLX_275,18.3504832,105.7623047,2010-10-14,EMDAT_GEO
FLX_276,12.52,108.9,2010-10-28,EMDAT
FLX_277,17.71,121.8,2010-11-01,EMDAT
FLX_278,-8.672,121.6,2010-11-02,EMDAT
FLX_279,15.1821,108.8,2010-11-12,EMDAT
FLX_280,8.132,125.57,2010-12-24,EMDAT
FLX_281,8.132642,125.5658,2011-01-01,GFD
FLX_282,-6.8436,108.26,2011-01-16,EMDAT
FLX_283,9.40044,125.78,2011-01-25,EMDAT
FLX_284,-4.05208,104.67,2011-01-28,EMDAT
FLX_285,7.095271,124.865345,2011-02-01,GFD
FLX_286,4.211,97.09,2011-03-10,EMDAT
FLX_287,8.104,125.091,2011-03-14,EMDAT
FLX_288,8.666488,99.277049,2011-03-23,GFD
FLX_289,-4.39,137.83,2011-04-01,EMDAT
FLX_290,8.306,125.21,2011-05-28,EMDAT
FLX_291,8.306337,125.208244,2011-06-05,GFD
FLX_292,19.3801,101.56,2011-06-23,EMDAT
FLX_293,7.398,126.05,2011-06-28,EMDAT
FLX_294,17.0382,102.822185,2011-08-05,GFD
FLX_295,12.004283,105.501152,2011-08-10,GFD
FLX_296,22.3069302,104.1829592,2011-09-14,EMDAT_GEO
FLX_297,10.0362046,105.7872656,2011-09-15,EMDAT_GEO
FLX_298,17.342998,121.54776,2011-09-28,GFD
FLX_299,24.4741444,95.4788047,2011-10-19,EMDAT_GEO
FLX_300,17.5157162,106.6225405,2011-10-21,EMDAT_GEO
FLX_301,8.085,125.93,2011-11-09,EMDAT
FLX_302,1.698541,100.378,2011-11-27,GFD
FLX_303,8.526491,124.875163,2011-12-16,GFD
FLX_304,-7.379525,110.236252,2011-12-18,GFD
FLX_305,8.772281,99.423816,2012-01-01,GFD
FLX_306,13.416667,121.95,2012-01-17,EMDAT_GEO
FLX_307,-7.482774,112.50974,2012-01-27,GFD
FLX_308,-6.318737,106.658074,2012-02-12,GFD
FLX_309,8.223924,125.264627,2012-02-20,GFD
FLX_310,-2.585677,103.415798,2012-02-20,GFD
FLX_311,13.628836,123.278367,2012-03-26,GFD
FLX_312,11.3852987,122.6377315,2012-03-27,EMDAT_GEO
FLX_313,6.873,124.78,2012-06-09,EMDAT
FLX_314,8.022778,124.998611,2012-06-12,EMDAT_GEO
FLX_315,16.5919,97.85,2012-07-15,EMDAT
FLX_316,14.6436031,120.4657622,2012-08-06,EMDAT_GEO
FLX_317,17.09,99.64,2012-08-15,EMDAT
FLX_318,17.090901,99.640458,2012-09-12,GFD
FLX_319,13.7989147,102.8862666,2012-09-17,EMDAT_GEO
FLX_320,7.987227,124.468671,2012-12-04,GFD
FLX_321,-3.867021,121.883077,2013-01-03,GFD
FLX_322,-0.86702,121.88,2013-01-03,EMDAT
FLX_323,7.256988,125.30844,2013-01-04,GFD
FLX_324,-6.179453,106.729879,2013-01-13,GFD
FLX_325,8.022778,124.998611,2013-01-15,EMDAT_GEO
FLX_326,1.0256,124.51,2013-02-15,EMDAT
FLX_327,-2.41871,104.265313,2013-02-20,GFD
FLX_328,18.3122,98.16,2013-07-25,EMDAT
FLX_329,22.3069302,104.1829592,2013-07-28,EMDAT_GEO
FLX_330,8.022778,124.998611,2013-08-01,EMDAT_GEO
FLX_331,16.3191,121.14,2013-08-13,EMDAT
FLX_332,22.7426936,106.1060926,2013-09-03,EMDAT_GEO
FLX_333,22.8168007,104.9504515,2013-09-15,EMDAT_GEO
FLX_334,12.8741856,108.7979302,2013-09-16,EMDAT_GEO
FLX_335,11.8000378,106.9151381,2013-09-24,EMDAT_GEO
FLX_336,12.658027,105.083548,2013-09-27,GFD
FLX_337,13.081862,101.693689,2013-09-30,GFD
FLX_338,11.6,124.49,2013-10-04,EMDAT_GEO
FLX_339,2.954,99.677,2013-10-07,EMDAT
FLX_340,15.58,107.7,2013-11-14,EMDAT
FLX_341,7.2182,100.39,2013-11-20,EMDAT
FLX_342,3.58444,102.36,2013-12-01,EMDAT
FLX_343,4.48013,97.29,2013-12-28,EMDAT
FLX_344,-6.6324,107.71,2014-01-08,EMDAT
FLX_345,-7.3032412,110.0044145,2014-01-19,EMDAT_GEO
FLX_346,6.771897,124.729885,2014-06-17,GFD
FLX_347,19.82582,99.738953,2014-07-11,GFD
FLX_348,12.4827773,106.0413554,2014-07-28,EMDAT_GEO
FLX_349,19.5317229,93.9966846,2014-08-15,EMDAT_GEO
FLX_350,14.3189468,100.5111681,2014-09-01,EMDAT_GEO
FLX_351,16.403907,100.456514,2014-09-01,GFD
FLX_352,14.657501,121.612204,2014-09-19,GFD
FLX_353,7.5892935,99.5032004,2014-11-07,EMDAT_GEO
FLX_354,8.024092,99.516261,2014-11-07,GFD
FLX_355,-4.8555039,105.0272986,2014-11-22,EMDAT_GEO
FLX_356,8.656083,124.903089,2014-12-10,GFD
FLX_357,8.1111653,99.1097298,2014-12-13,EMDAT_GEO
FLX_358,8.6772337,99.7309635,2014-12-15,EMDAT_GEO
FLX_359,5.4257359,117.0326392,2014-12-16,EMDAT_GEO
FLX_360,4.725076,102.163815,2014-12-20,GFD
FLX_361,2.5023855,112.9547283,2015-01-14,EMDAT_GEO
FLX_362,-7.3032412,110.0044145,2015-01-28,EMDAT_GEO
FLX_363,0.7186174,122.4555927,2015-02-05,EMDAT_GEO
FLX_364,0.686073,122.861751,2015-02-05,GFD
FLX_365,-7.3032412,110.0044145,2015-02-08,EMDAT_GEO
FLX_366,-6.55868,108.399177,2015-03-15,GFD
FLX_367,12.1091546,98.8165256,2015-06-23,EMDAT_GEO
FLX_368,15.5509,120.8,2015-07-12,EMDAT
FLX_369,20.174691,95.532558,2015-07-15,GFD
FLX_370,20.813733,106.86508,2015-07-25,GFD
FLX_371,20.566882,104.761883,2015-09-07,GFD
FLX_372,16.691018,121.241052,2015-10-22,GFD
FLX_373,12.835664,121.22868,2015-12-12,GFD
FLX_374,-2.465434,103.351503,2016-01-18,GFD
FLX_375,-2.465,103.352,2016-02-07,EMDAT
FLX_376,-1.7069965,102.7140041,2016-02-19,EMDAT_GEO
FLX_377,2.5023855,112.9547283,2016-02-19,EMDAT_GEO
FLX_378,-0.1322387,111.0968901,2016-03-07,EMDAT_GEO
FLX_379,18.315771,95.260379,2016-06-01,GFD
FLX_380,-7.476875,110.032248,2016-06-17,GFD
FLX_381,24.4741444,95.4788047,2016-07-15,EMDAT_GEO
FLX_382,5.172299,101.075102,2016-07-18,GFD
FLX_383,14.6436031,120.4657622,2016-08-08,EMDAT_GEO
FLX_384,21.6546566,103.2168632,2016-08-12,EMDAT_GEO
FLX_385,19.7589517,99.6734592,2016-08-15,EMDAT_GEO
FLX_386,26.347448,96.868707,2016-08-15,GFD
FLX_387,-7.042,108.238,2016-09-20,EMDAT
FLX_388,14.866708,100.394655,2016-10-06,GFD
FLX_389,16.004,107.68,2016-10-09,EMDAT
FLX_390,0.649,123.245,2016-10-23,EMDAT
FLX_391,12.8741856,108.7979302,2016-10-28,EMDAT_GEO
FLX_392,5.122,102.56,2016-11-28,EMDAT
FLX_393,-0.1322387,111.0968901,2016-11-28,EMDAT_GEO
FLX_394,14.444781,100.753436,2016-12-01,GFD
FLX_395,11.9537073,108.4306103,2016-12-12,EMDAT_GEO
FLX_396,4.7,102.411,2016-12-26,EMDAT
FLX_397,7.304939,100.060618,2016-12-31,GFD
FLX_398,7.305,100.061,2017-01-01,EMDAT
FLX_399,11.6,124.49,2017-01-16,EMDAT_GEO
FLX_400,3.932,102.461,2017-01-23,EMDAT
FLX_401,7.59,124.062,2017-02-01,EMDAT
FLX_402,-7.029,107.162,2017-02-21,EMDAT
FLX_403,-3.6446718,119.9471906,2017-05-12,EMDAT_GEO
FLX_404,7.76344,125.249498,2017-06-12,GFD
FLX_405,10.9685906,108.0032715,2017-06-27,EMDAT_GEO
FLX_406,24.4741444,95.4788047,2017-07-02,EMDAT_GEO
FLX_407,18.7882778,98.9858802,2017-07-05,EMDAT_GEO
FLX_408,22.7426936,106.1060926,2017-07-07,EMDAT_GEO
FLX_409,21.65766,105.157778,2017-08-02,GFD
FLX_410,21.6546566,103.2168632,2017-08-03,EMDAT_GEO
FLX_411,10.566,123.171,2017-09-22,EMDAT
FLX_412,20.5340294,105.9810248,2017-10-08,EMDAT_GEO
FLX_413,14.594,100.679,2017-10-10,EMDAT
FLX_414,-7.229,109.117,2017-11-03,EMDAT
FLX_415,5.247,101.026,2017-11-03,EMDAT
FLX_416,11.664,108.399,2017-11-19,EMDAT
FLX_417,8.6772337,99.7309635,2017-11-25,EMDAT_GEO
FLX_418,3.659,102.337,2018-01-01,EMDAT
FLX_419,-8.497488,118.568754,2018-03-05,GFD
FLX_420,-2.4974546,119.3918955,2018-03-22,EMDAT_GEO
FLX_421,24.4741444,95.4788047,2018-06-05,EMDAT_GEO
FLX_422,21.9855,93.8747,2018-06-15,GFD
FLX_423,22.2921668,103.1798662,2018-06-23,EMDAT_GEO
FLX_424,18.1914,95.4336,2018-07-15,GFD
FLX_425,21.1736,105.925,2018-07-17,GFD
FLX_426,11.9888,104.477,2018-07-17,GFD
FLX_427,13.0998526,103.1966659,2018-07-23,EMDAT_GEO
FLX_428,22.7426936,106.1060926,2018-08-28,EMDAT_GEO
FLX_429,11.491,107.137,2018-11-24,GFD
FLX_430,-7.3032412,110.0044145,2018-11-26,EMDAT_GEO
FLX_431,-7.6977397,112.4914199,2018-12-06,EMDAT_GEO
FLX_432,16.068,108.212,2018-12-08,EMDAT_GEO
FLX_433,-7.3032412,110.0044145,2019-03-06,EMDAT_GEO
FLX_434,-2.4749149,138.08485,2019-03-16,EMDAT_GEO
FLX_435,22.7426936,106.1060926,2019-05-27,EMDAT_GEO
FLX_436,-3.6446718,119.9471906,2019-06-03,EMDAT_GEO
FLX_437,8.223,123.493,2019-06-03,EMDAT
FLX_438,26.0207656,97.4919258,2019-07-14,EMDAT_GEO
FLX_439,21.8487579,106.6140692,2019-08-05,EMDAT_GEO
FLX_440,11.8000378,106.9151381,2019-08-08,EMDAT_GEO
FLX_441,18.3504832,105.7623047,2019-09-11,EMDAT_GEO
FLX_442,16.6022387,102.6352933,2019-09-11,EMDAT_GEO
FLX_443,12.4827773,106.0413554,2019-09-11,EMDAT_GEO
FLX_444,18.3504832,105.7623047,2019-10-15,EMDAT_GEO
FLX_445,4.3685491,97.0253024,2019-10-26,EMDAT_GEO
FLX_446,5.4065013,100.2559077,2019-10-26,EMDAT_GEO
FLX_447,4.415,102.584,2019-11-28,EMDAT
FLX_448,4.8630743,102.9949297,2019-12-18,EMDAT_GEO
FLX_449,-6.533,107.508,2019-12-28,EMDAT
FLX_450,-6.1754049,106.827168,2020-02-11,EMDAT_GEO
FLX_451,-0.5827529,100.6133379,2020-04-04,EMDAT_GEO
FLX_452,-1.499583,113.2903307,2020-04-20,EMDAT_GEO
FLX_453,2.5023855,112.9547283,2020-04-25,EMDAT_GEO
FLX_454,-0.1322387,111.0968901,2020-05-22,EMDAT_GEO
FLX_455,24.561,103.055,2020-06-20,EMDAT
FLX_456,2.5023855,112.9547283,2020-06-27,EMDAT_GEO
FLX_457,-0.1322387,111.0968901,2020-07-03,EMDAT_GEO
FLX_458,22.8168007,104.9504515,2020-07-18,EMDAT_GEO
FLX_459,18.7882778,98.9858802,2020-08-22,EMDAT_GEO
FLX_460,-1.499583,113.2903307,2020-10-21,EMDAT_GEO
FLX_461,10.3782724,99.0077685,2020-11-25,EMDAT_GEO
FLX_462,-7.3032412,110.0044145,2020-12-06,EMDAT_GEO
FLX_463,4.3685491,97.0253024,2020-12-12,EMDAT_GEO
FLX_464,6.3210758,101.5972971,2020-12-16,EMDAT_GEO
FLX_465,4.8630743,102.9949297,2020-12-20,EMDAT_GEO
FLX_466,6.3210758,101.5972971,2021-01-05,EMDAT_GEO
FLX_467,14.6436031,120.4657622,2021-01-08,EMDAT_GEO
FLX_468,11.6,124.49,2021-01-10,EMDAT_GEO
FLX_469,5.4257359,117.0326392,2021-01-11,EMDAT_GEO
FLX_470,-0.1322387,111.0968901,2021-01-15,EMDAT_GEO
FLX_471,-6.1754049,106.827168,2021-02-19,EMDAT_GEO
FLX_472,4.3685491,97.0253024,2021-03-25,EMDAT_GEO
FLX_473,22.8168007,104.9504515,2021-04-16,EMDAT_GEO
FLX_474,7.45,126.07,2021-04-26,EMDAT_GEO
FLX_475,2.5023855,112.9547283,2021-05-20,EMDAT_GEO
FLX_476,19.5317229,93.9966846,2021-07-21,EMDAT_GEO
FLX_477,-7.3032412,110.0044145,2021-08-19,EMDAT_GEO
FLX_478,13.1857117,101.1210777,2021-08-27,EMDAT_GEO
FLX_479,2.5023855,112.9547283,2021-09-07,EMDAT_GEO
FLX_480,-2.4749149,138.08485,2021-09-13,EMDAT_GEO
FLX_481,18.7882778,98.9858802,2021-09-19,EMDAT_GEO
FLX_482,10.9685906,108.0032715,2021-09-23,EMDAT_GEO
FLX_483,-0.1322387,111.0968901,2021-10-05,EMDAT_GEO
FLX_484,18.6799728,99.7332501,2021-10-12,EMDAT_GEO
FLX_485,11.5775368,104.2714023,2021-10-12,EMDAT_GEO
FLX_486,3.2083304,101.304146,2021-10-20,EMDAT_GEO
FLX_487,11.5730391,104.857807,2021-10-25,EMDAT_GEO
FLX_488,12.8741856,108.7979302,2021-11-27,EMDAT_GEO
FLX_489,10.3782724,99.0077685,2021-11-28,EMDAT_GEO
FLX_490,5.4257359,117.0326392,2021-12-17,EMDAT_GEO
FLX_491,-0.1322387,111.0968901,2022-02-10,EMDAT_GEO
FLX_492,4.8630743,102.9949297,2022-02-25,EMDAT_GEO
FLX_493,-7.3032412,110.0044145,2022-02-26,EMDAT_GEO
FLX_494,3.1516964,101.6942371,2022-03-06,EMDAT_GEO
FLX_495,22.7426936,106.1060926,2022-03-22,EMDAT_GEO
FLX_496,10.3782724,99.0077685,2022-04-03,EMDAT_GEO
FLX_497,18.6799728,99.7332501,2022-05-14,EMDAT_GEO
FLX_498,18.7882778,98.9858802,2022-05-20,EMDAT_GEO
FLX_499,22.7426936,106.1060926,2022-05-21,EMDAT_GEO
FLX_500,-7.3032412,110.0044145,2022-05-21,EMDAT_GEO
FLX_501,0.6301215,127.9720219,2022-07-05,EMDAT_GEO
FLX_502,13.1857117,101.1210777,2022-07-17,EMDAT_GEO
FLX_503,12.8741856,108.7979302,2022-08-14,EMDAT_GEO
FLX_504,18.7882778,98.9858802,2022-09-15,EMDAT_GEO
FLX_505,11.9537073,108.4306103,2022-10-10,EMDAT_GEO
FLX_506,-4.8555039,105.0272986,2022-11-07,EMDAT_GEO
FLX_507,5.4065013,100.2559077,2022-11-08,EMDAT_GEO
FLX_508,8.6772337,99.7309635,2022-11-08,EMDAT_GEO
FLX_509,-7.6977397,112.4914199,2022-11-25,EMDAT_GEO
FLX_510,13.1998999,109.2390033,2022-12-01,EMDAT_GEO
FLX_511,4.8630743,102.9949297,2022-12-17,EMDAT_GEO
FLX_512,8.6772337,99.7309635,2022-12-19,EMDAT_GEO
FLX_513,11.6,124.49,2022-12-25,EMDAT_GEO
FLX_514,11.6,124.49,2023-02-13,EMDAT_GEO
FLX_515,8.1111653,99.1097298,2023-07-03,EMDAT_GEO
FLX_516,6.3210758,101.5972971,2023-12-22,EMDAT_GEO
FLX_517,5.4257359,117.0326392,2023-12-22,EMDAT_GEO
FLX_518,-7.6977397,112.4914199,2025-12-21,EMDAT_GEO
